name,id,folderId,status
CLT_XXXX_FR_EME_All_IND_All_IND_IND_App1,35951,6451,1
CLT_XXXX_CN_EME_All_IND_All_IND_IND_App1,35952,6451,1
GDE/MPL_1710_US_All_All_IND_All_IND_INDSolutions,31160,10549,1
GDE/MPL_1710_CA(EN)_All_All_IND_All_IND_INDSolutions,31161,10549,1
GDE/MPL_1710_AP_All_All_IND_All_IND_INDSolutions,31162,10549,1
GDE/MPL_1710_IN_All_All_IND_All_IND_INDSolutions,31163,10549,1
GDE/MPL_1710_AU/NZ_All_All_IND_All_IND_INDSolutions,31164,10549,1
GDE/MPL_1710_ES_All_All_IND_All_IND_INDSolutions,31165,10549,1
GDE/MPL_1710_PT_All_All_IND_All_IND_INDSolutions,31166,10549,1
GDE/MPL_1710_FR_All_All_IND_All_IND_INDSolutions,31169,10549,1
GDE/MPL_1710_CA(FR)_All_All_IND_All_IND_INDSolutions,31170,10549,1
GDE/MPL_1710_IT_All_All_IND_All_IND_INDSolutions,31171,10549,1
GDE/MPL_1710_NL_All_All_IND_All_IND_INDSolutions,31172,10549,1
MPL_1707_CN_All_All_ACH_All_LAB_WebsiteNurture,30904,10601,1
MPL_1707_DE_All_All_LWE_All_LAB_WebsiteNurture,30918,10600,1
MPL_1707_ES_All_All_LWE_All_LAB_WebsiteNurture,30922,10600,1
MPL_1707_FR_All_All_LWE_All_LAB_WebsiteNurture,30923,10600,1
MPL_1707_IT_All_All_LWE_All_LAB_WebsiteNurture,30931,10600,1
MPL_1707_PL_All_All_LWE_All_LAB_WebsiteNurture,30932,10600,1
MPL_1707_PT_All_All_LWE_All_LAB_WebsiteNurture,30933,10600,1
MPL_1711_FR_TLH_All_All_All_LAB_WelcomeTopKA,32704,18182,2
MPL_1711_DE_TLH_All_All_All_LAB_WelcomeTopKA,32722,18182,2
MPL_1711_ES_TLH_All_All_All_LAB_WelcomeTopKA,32723,18182,2
MPL_1711_PT_TLH_All_All_All_LAB_WelcomeTopKA,32732,18182,2
MPL_1711_NL_TLH_All_All_All_LAB_WelcomeTopKA,32733,18182,2
MPL_1711_JP_TLH_All_All_All_LAB_WelcomeTopKA,32734,18182,2
MPL_1711_PL_TLH_All_All_All_LAB_WelcomeTopKA,32735,18182,2
MPL_1711_ES_TRA_All_All_All_IND/TRA_WelcomeTopKA,32738,18183,1
MPL_1711_DE_TRA_All_All_All_IND/TRA_WelcomeTopKA,32739,18183,1
MPL_1711_CN_TRA_All_All_All_IND/TRA_WelcomeTopKA,32740,18183,1
MPL_1711_IT_TRA_All_All_All_IND/TRA_WelcomeTopKA,32741,18183,1
MPL_1711_NL_TRA_All_All_All_IND/TRA_WelcomeTopKA,32742,18183,1
MPL_1711_JP_TRA_All_All_All_IND/TRA_WelcomeTopKA,32743,18183,1
MPL_1711_PL_TRA_All_All_All_IND/TRA_WelcomeTopKA,32744,18183,1
MPL_1711_FR_All_PFA_All_All_All_WelcomeTopKA,32746,18159,1
MPL_1711_DE_All_PFA_All_All_All_WelcomeTopKA,32747,18159,1
MPL_1711_CN_All_PFA_All_All_All_WelcomeTopKA,32748,18159,1
MPL_1711_ES_All_PFA_All_All_All_WelcomeTopKA,32749,18159,1
MPL_1711_IT_All_PFA_All_All_All_WelcomeTopKA,32750,18159,1
MPL_1711_PT_All_PFA_All_All_All_WelcomeTopKA,32751,18159,1
MPL_1711_NL_All_PFA_All_All_All_WelcomeTopKA,32752,18159,1
MPL_1711_JP_All_PFA_All_All_All_WelcomeTopKA,32753,18159,1
MPL_1711_PL_All_PFA_All_All_All_WelcomeTopKA,32754,18159,1
MPL_1711_FR_All_IT_All_All_All_WelcomeTopKA,32755,18160,1
MPL_1711_DE_All_IT_All_All_All_WelcomeTopKA,32756,18160,1
MPL_1711_CN_All_IT_All_All_All_WelcomeTopKA,32757,18160,1
MPL_1711_ES_All_IT_All_All_All_WelcomeTopKA,32758,18160,1
MPL_1711_IT_All_IT_All_All_All_WelcomeTopKA,32759,18160,1
MPL_1711_PT_All_IT_All_All_All_WelcomeTopKA,32760,18160,1
MPL_1711_NL_All_IT_All_All_All_WelcomeTopKA,32761,18160,1
MPL_1711_JP_All_IT_All_All_All_WelcomeTopKA,32763,18160,1
MPL_1711_PL_All_IT_All_All_All_WelcomeTopKA,32764,18160,1
MPL_1711_FR_All_All_All_All_LAB_WelcomeTopKA,32781,18185,2
MPL_1711_DE_All_All_All_All_LAB_WelcomeTopKA,32783,18185,2
MPL_1711_ES_All_All_All_All_LAB_WelcomeTopKA,32784,18185,2
MPL_1711_PT_All_All_All_All_LAB_WelcomeTopKA,32785,18185,2
MPL_1711_NL_All_All_All_All_LAB_WelcomeTopKA,32786,18185,2
MPL_1711_JP_All_All_All_All_LAB_WelcomeTopKA,32787,18185,2
BRO_1711_ROW_FAB_All_IND_All_IND_App1,35901,6452,1
BRO_1711_IN_FAB_All_IND_All_IND_App1,35902,6452,1
BRO_1711_AU/NZ_FAB_All_IND_All_IND_App1,35903,6452,1
BRO_1711_PT_FAB_All_IND_All_IND_App1,35904,6452,1
BRO_1711_FR_FAB_All_IND_All_IND_App1,35905,6452,0
BRO_1711_CA(FR)_FAB_All_IND_All_IND_App1,35906,6452,1
LIB_1804_ROW_MPE_All_IND_All_IND_App1,35911,6453,1
LIB_1804_CA(EN)_MPE_All_IND_All_IND_App1,35913,6453,1
LIB_1804_AP_MPE_All_IND_All_IND_App1,35914,6453,1
LIB_1804_US_MPE_All_IND_All_IND_App1,35915,6453,1
LIB_1804_IN_MPE_All_IND_All_IND_App1,35916,6453,1
MPL_1711_CA(FR)_PAB_All_All_All_All_WelcomeTopKA,33591,18178,1
MPL_1711_CA(FR)_TRA_All_All_All_IND/TRA_WelcomeTopKA,33592,18183,1
WPP/MPL_1801_US_All_All_ANA_UV_LAB_UV-VISGeneralStream1,33593,18335,2
GDE_1801_US_All_All_ANA_UV_LAB_UV-VISGeneralStream2,33594,18334,2
WPP_1801_US_All_All_ANA_UV_LAB_UV-VISGeneralStream3,33595,18333,2
WPP/MPL_1801_ES_All_All_ANA_UV_LAB_UV-VISGeneralStream1,33602,18335,2
GDE_1801_ES_All_All_ANA_UV_LAB_UV-VISGeneralStream2,33603,18334,2
WPP_1801_ES_All_All_ANA_UV_LAB_UV-VISGeneralStream3,33604,18333,1
WPP/MPL_1801_CA(EN)_All_All_ANA_UV_LAB_UV-VISGeneralStream1,33605,18335,2
WPP/MPL_1801_ROW_All_All_ANA_UV_LAB_UV-VISGeneralStream1,33606,18335,2
WPP/MPL_1801_AP_All_All_ANA_UV_LAB_UV-VISGeneralStream1,33607,18335,2
WPP/MPL_1801_AU/NZ_All_All_ANA_UV_LAB_UV-VISGeneralStream1,33608,18335,2
GDE_1801_CA(EN)_All_All_ANA_UV_LAB_UV-VISGeneralStream2,33609,18334,2
GDE_1801_ROW_All_All_ANA_UV_LAB_UV-VISGeneralStream2,33610,18334,2
GDE_1801_AP_All_All_ANA_UV_LAB_UV-VISGeneralStream2,33611,18334,2
WPP/WEB_1801_US_CHE_LAB_All_All_LAB_ChemNT1LAB,33758,13234,1
GDE_1801_CA(FR)_FAB_All_All_All_IND/PRO/PI_FoodNT2,33759,13237,1
GDE_1801_DE_FAB_All_All_All_IND/PRO/PI_FoodNT2,33760,13237,1
GDE_1801_ES_FAB_All_All_All_IND/PRO/PI_FoodNT2,33761,13237,1
GDE_1801_IT_FAB_All_All_All_IND/PRO/PI_FoodNT2,33762,13237,1
GDE_1801_NL_FAB_All_All_All_IND/PRO/PI_FoodNT2,33763,13237,1
GDE_1801_PT_FAB_All_All_All_IND/PRO/PI_FoodNT2,33764,13237,1
GDE_1801_PL_FAB_All_All_All_IND/PRO/PI_FoodNT2,33765,13237,1
GDE_1801_RU_FAB_All_All_All_IND/PRO/PI_FoodNT2,33766,13237,1
GDE_1801_TR_FAB_All_All_All_IND/PRO/PI_FoodNT2,33767,13237,1
GDE_1801_CN_FAB_All_All_All_IND/PRO/PI_FoodNT2,33768,13237,1
GDE_1801_JP_FAB_All_All_All_IND/PRO/PI_FoodNT2,33769,13237,1
GDE_1801_KR_FAB_All_All_All_IND/PRO/PI_FoodNT2,33770,13237,1
WPP/WEB_1801_AP_CHE_LAB_All_All_LAB_ChemNT1LAB,33771,13234,1
WPP/WEB_1801_AU/NZ_CHE_LAB_All_All_LAB_ChemNT1LAB,33772,13234,1
WPP/WEB_1801_CA(EN)_CHE_LAB_All_All_LAB_ChemNT1LAB,33773,13234,1
WPP/WEB_1801_ROW_CHE_LAB_All_All_LAB_ChemNT1LAB,33774,13234,1
WPP/WEB_1801_FR_CHE_LAB_All_All_LAB_ChemNT1LAB,33775,13234,1
GDE_1801_US_CHE_LAB_All_TIT_LAB_ChemNT2LAB,33776,13235,1
WPP/WEB_1801_CA(FR)_CHE_LAB_All_All_LAB_ChemNT1LAB,33777,13234,1
WPP/WEB_1801_DE_CHE_LAB_All_All_LAB_ChemNT1LAB,33779,13234,1
WPP/WEB_1801_ES_CHE_LAB_All_All_LAB_ChemNT1LAB,33780,13234,1
WPP/WEB_1801_NL_CHE_LAB_All_All_LAB_ChemNT1LAB,33782,13234,1
WPP/WEB_1801_PT_CHE_LAB_All_All_LAB_ChemNT1LAB,33783,13234,1
WPP/WEB_1801_PL_CHE_LAB_All_All_LAB_ChemNT1LAB,33784,13234,1
WPP/WEB_1801_JP_CHE_LAB_All_All_LAB_ChemNT1LAB,33786,13234,1
GDE_1801_US_CHE_LAB_ANA_TIT_LAB_ChemWT2LAB,33787,18368,1
WPP/WEB_1801_KR_CHE_LAB_All_All_LAB_ChemNT1LAB,33788,13234,1
WPP/WEB_1801_IT_CHE_LAB_All_All_LAB_ChemNT1LAB,33789,13234,1
GDE_1801_AP_CHE_LAB_All_TIT_LAB_ChemNT2LAB,33790,13235,1
GDE_1801_AU/NZ_CHE_LAB_All_TIT_LAB_ChemNT2LAB,33791,13235,1
GDE_1801_CA(EN)_CHE_LAB_All_TIT_LAB_ChemNT2LAB,33792,13235,1
GDE_1801_ROW_CHE_LAB_All_TIT_LAB_ChemNT2LAB,33793,13235,1
GDE_1801_FR_CHE_LAB_All_TIT_LAB_ChemNT2LAB,33794,13235,1
WPP/MPL_1801_US_CHE_All_All_All_IND/PRO/PI_ChemWT2,33795,13230,1
GDE_1801_CA(FR)_CHE_LAB_All_TIT_LAB_ChemNT2LAB,33796,13235,1
GDE_1801_DE_CHE_LAB_All_TIT_LAB_ChemNT2LAB,33797,13235,1
GDE_1801_ES_CHE_LAB_All_TIT_LAB_ChemNT2LAB,33798,13235,1
GDE_1801_IT_CHE_LAB_All_TIT_LAB_ChemNT2LAB,33799,13235,1
GDE_1801_NL_CHE_LAB_All_TIT_LAB_ChemNT2LAB,33800,13235,1
GDE_1801_PL_CHE_LAB_All_TIT_LAB_ChemNT2LAB,33801,13235,1
GDE_1801_PT_CHE_LAB_All_TIT_LAB_ChemNT2LAB,33802,13235,1
GDE_1801_RU_CHE_LAB_All_TIT_LAB_ChemNT2LAB,33803,13235,1
GDE_1801_CN_CHE_LAB_All_TIT_LAB_ChemNT2LAB,33805,13235,1
GDE_1801_KR_CHE_LAB_All_TIT_LAB_ChemNT2LAB,33806,13235,1
GDE_1801_JP_CHE_LAB_All_TIT_LAB_ChemNT2LAB,33807,13235,1
GDE/MPL_1708_AP_CHE_All_All_All_ChemWT1,33808,6811,1
GDE/MPL_1708_AU/NZ_CHE_All_All_All_ChemWT1,33809,6811,1
GDE/MPL_1708_CA(EN)_CHE_All_All_All_ChemWT1,33810,6811,1
GDE/MPL_1708_ROW_CHE_All_All_All_ChemWT1,33811,6811,1
GDE/MPL_1708_FR_CHE_All_All_All_ChemWT1,33812,6811,1
GDE/MPL_1708_CA(FR)_CHE_All_All_All_ChemWT1,33813,6811,1
GDE/MPL_1708_DE_CHE_All_All_All_ChemWT1,33814,6811,1
GDE/MPL_1708_ES_CHE_All_All_All_ChemWT1,33815,6811,1
GDE/MPL_1708_IT_CHE_All_All_All_ChemWT1,33816,6811,1
GDE/MPL_1708_NL_CHE_All_All_All_ChemWT1,33817,6811,1
GDE/MPL_1708_PT_CHE_All_All_All_ChemWT1,33818,6811,1
GDE/MPL_1708_PL_CHE_All_All_All_ChemWT1,33819,6811,1
GDE/MPL_1708_CN_CHE_All_All_All_ChemWT1,33820,6811,1
GDE/MPL_1708_JP_CHE_All_All_All_ChemWT1,33821,6811,1
GDE/MPL_1708_KR_CHE_All_All_All_ChemWT1,33822,6811,1
GDE_1801_AP_CHE_LAB_ANA_TIT_LAB_ChemWT2LAB,33823,18368,1
GDE_1801_AU/NZ_CHE_LAB_ANA_TIT_LAB_ChemWT2LAB,33824,18368,1
GDE_1801_CA(EN)_CHE_LAB_ANA_TIT_LAB_ChemWT2LAB,33825,18368,1
GDE_1801_ROW_CHE_LAB_ANA_TIT_LAB_ChemWT2LAB,33826,18368,1
GDE_1801_FR_CHE_LAB_ANA_TIT_LAB_ChemWT2LAB,33827,18368,1
LIB_1802_CA(EN)_All_All_All_All_LAB_Library,33828,18370,1
LIB_1802_ROW_All_All_All_All_LAB_Library,33829,18370,1
LIB_1802_AP_All_All_All_All_LAB_Library,33830,18370,1
LIB_1802_AU/NZ_All_All_All_All_LAB_Library,33831,18370,1
LIB_1802_FR_All_All_All_All_LAB_Library,33832,18370,1
GDE_1801_CA(FR)_CHE_LAB_ANA_TIT_LAB_ChemWT2LAB,33833,18368,1
GDE_1801_DE_CHE_LAB_ANA_TIT_LAB_ChemWT2LAB,33834,18368,1
LIB_1802_CA(FR)_All_All_All_All_LAB_Library,33835,18370,1
LIB_1802_ES_All_All_All_All_LAB_Library,33836,18370,1
LIB_1802_KR_All_All_All_All_LAB_Library,33837,18370,1
LIB_1802_IT_All_All_All_All_LAB_Library,33838,18370,1
LIB_1802_CN_All_All_All_All_LAB_Library,33839,18370,1
LIB_1802_PT_All_All_All_All_LAB_Library,33840,18370,1
LIB_1802_JP_All_All_All_All_LAB_Library,33841,18370,1
LIB_1802_DE_All_All_All_All_LAB_Library,33842,18370,1
GDE_1801_ES_CHE_LAB_ANA_TIT_LAB_ChemWT2LAB,33843,18368,1
GDE/MPL_1710_ROW_All_All_IND_All_IND_INDSolutions,30127,10549,1
GDE/MPL_1708_CA(EN)_RAW_PRO/IND/TLA_All_All_Welcome2 NEW,30129,17726,1
GDE/MPL_1708_AU/NZ_RAW_PRO/IND/TLA_All_All_Welcome2 NEW,30130,17726,1
GDE/MPL_1708_AP_RAW_PRO/IND/TLA_All_All_Welcome2 NEW,30131,17726,1
GDE/MPL_1708_US_RAW_PRO/IND/TLA_All_All_Welcome2 NEW,30132,17726,1
GDE/MPL_1708_ROW_RAW_PRO/IND/TLA_All_All_Welcome2 NEW NEW,30133,17726,1
GDE/MPL_1708_US_CHE_All_All_All_ChemWT1,30569,6811,1
MPL_1709_AP_TLH_All_ACH_All_LAB_Nurturing2B,30571,17844,1
MPL_1709_AP_TLH_All_ANA_All_LAB_Nurturing2Active,30572,17845,1
MPL_1709_AP_TLH_All_ACH_All_LAB_Nurturing2,30573,17844,1
MPL_1709_AP_TLH_All_PIP_All_LAB_Nurturing2B,30575,17847,1
MPL_1709_AP_TLH_All_PIP_All_LAB_Nurturing2Active,30576,17847,1
MPL_1709_AP_TLH_All_PIP_All_LAB_Nurturing2,30577,17847,1
MPL_1709_AP_TLH_All_PIP_All_LAB_Nurturing1C,30578,17847,1
MPL_1709_AP_TLH_All_PIP_All_LAB_Nurturing1B_3,30579,17847,1
MPL_1709_AP_TLH_All_PIP_All_LAB_Nurturing1B_2,30580,17847,1
MPL_1709_AP_TLH_All_PIP_All_LAB_Nurturing1B_1,30581,17847,1
MPL_1709_AP_TLH_All_PIP_All_LAB_Nurturing1,30582,17847,1
MPL_1709_AP_TLH_All_LWE_All_LAB_Nurturing2B,30584,17846,1
MPL_1709_AP_TLH_All_LWE_All_LAB_Nurturing2Active,30585,17846,1
MPL_1709_AP_TLH_All_LWE_All_LAB_Nurturing2,30586,17846,1
MPL_1709_AP_TLH_All_LWE_All_LAB_Nurturing1C,30587,17846,1
MPL_1709_AP_TLH_All_LWE_All_LAB_Nurturing1B_3,30588,17846,1
MPL_1709_AP_TLH_All_LWE_All_LAB_Nurturing1B_2,30589,17846,1
MPL_1709_AP_TLH_All_LWE_All_LAB_Nurturing1B_1,30590,17846,1
MPL_1709_AP_TLH_All_LWE_All_LAB_Nurturing1,30591,17846,1
MPL_1709_AP_TLH_All_ANA_All_LAB_Nurturing2B,30592,17845,1
MPL_1709_AP_TLH_All_ANA_All_LAB_Nurturing2,30593,17845,1
MPL_1709_AP_TLH_All_ANA_All_LAB_Nurturing1C,30594,17845,1
MPL_1709_AP_TLH_All_ANA_All_LAB_Nurturing1B_3,30595,17845,1
MPL_1709_AP_TLH_All_ANA_All_LAB_Nurturing1B_2,30596,17845,1
MPL_1709_AP_TLH_All_ANA_All_LAB_Nurturing1B_1,30597,17845,1
MPL_1709_AP_TLH_All_ANA_All_LAB_Nurturing1,30598,17845,1
MPL_1709_AP_TLH_All_ACH_All_LAB_Nurturing2Active,30599,17844,1
MPL_1709_AP_TLH_All_ACH_All_LAB_Nurturing1C,30600,17844,1
MPL_1709_AP_TLH_All_ACH_All_LAB_Nurturing1B_3,30601,17844,1
MPL_1709_AP_TLH_All_ACH_All_LAB_Nurturing1B_2,30602,17844,1
MPL_1709_AP_TLH_All_ACH_All_LAB_Nurturing1B_1,30603,17844,1
MPL_1709_AP_TLH_All_ACH_All_LAB_Nurturing1,30604,17844,1
GDE_1712_AU/NZ_FAB_LAB_All_All_All_FoodNT2LAB,34056,13238,1
POS_1712_JP_CHE_All_All_All_All_ChemNT1,34057,13219,1
POS_1712_PL_CHE_All_All_All_All_ChemNT1,34058,13219,1
CAT/MPL_1712_TR_CHE_All_All_All_All_ChemNT2,34059,13220,1
CAT/MPL_1712_AU/NZ_CHE_All_All_All_All_ChemNT2,34060,13220,1
MPL_1708_NL_MPE_All_LAB_All_All_Welcome2,29370,17634,1
BRO_1708_UK_MPE_All_All_All_All_Welcome1,29376,17368,1
BRO_1708_TR_MPE_All_All_All_All_Welcome1,29380,17368,1
MPL_1708_TR_MPE_All_IND/PRO/PI_All_All_Welcome2_Plain,29381,17524,1
MPL_1708_TR_MPE_All_LAB_All_All_Welcome2,29384,17634,1
MPL_1708_ROW_MPE_All_LAB_All_All_Welcome2,29385,17634,1
MPL_1708_CA(EN)_MPE_All_LAB_All_All_Welcome2,29386,17634,1
MPL_1708_IN_MPE_All_LAB_All_All_Welcome2,29387,17634,1
MPL_1708_AU/NZ_MPE_All_LAB_All_All_Welcome2,29388,17634,1
MPL_1708_US_MPE_All_LAB_All_All_Welcome2,29389,17634,0
MPL_1708_UK_MPE_All_LAB_All_All_Welcome2,29390,17634,0
MPL_1708_FR_MPE_All_LAB_All_All_Welcome2,29391,17634,0
GDE/MPL_1708_IT_All_All_PRO_All_PRO_PROsolutions,29413,10584,0
GDE/MPL_1708_PT_All_All_PRO_All_PRO_PROsolutions,29414,10584,0
GDE/MPL_1708_CN_All_All_PRO_All_PRO_PROsolutions,29415,10584,0
GDE/MPL_1708_PL_All_All_PRO_All_PRO_PROsolutions,29416,10584,0
MPL_1708_UK_MPE_All_IND/PRO/PI_All_All_Welcome2,29417,17524,0
MPL_1708_PL_MPE_All_LAB_All_All_Welcome2,29424,17634,0
EMT_EMK_1406_FR_PAB_All_All_All_All_Welcome3,11231,6760,0
EMT_EMK_1406_CA(FR)_PAB_All_All_All_All_Welcome3,11232,6760,0
EMT_EMK_1406_DE_PAB_All_All_All_All_Welcome3,11233,6760,0
EMT_EMK_1406_IT_PAB_All_All_All_All_Welcome3,11234,6760,0
EMT_EMK_1406_ES_PAB_All_All_All_All_Welcome3,11235,6760,0
EMT_EMK_1406_PT_PAB_All_All_All_All_Welcome3,11236,6760,0
EMT_EMK_1406_PL_PAB_All_All_All_All_Welcome3,11237,6760,0
EMT_EMK_1406_NL_PAB_All_All_All_All_Welcome3,11238,6760,0
EMT_EMK_1406_DK_PAB_All_All_All_All_Welcome3,11239,6760,0
EMT_EMK_1406_SE_PAB_All_All_All_All_Welcome3,11240,6760,0
EMT_EMK_1406_TK_PAB_All_All_All_All_Welcome3,11241,6760,0
EMT_EMK_1406_RU_PAB_All_All_All_All_Welcome3,11242,6760,0
EMT_EMK_1406_CN_PAB_All_All_All_All_Welcome3,11243,6760,0
EMT_EMK_1406_TW_PAB_All_All_All_All_Welcome3,11244,6760,0
EMT_EMK_1406_JP_PAB_All_All_All_All_Welcome3,11245,6760,0
EMT_EMK_1406_KR_PAB_All_All_All_All_Welcome3,11246,6760,0
EMT_EMK_1406_TH_PAB_All_All_All_All_Welcome3,11247,6760,0
EMT_EMK_1406_FR_PAB_All_All_All_All_Welcome3Reminder,11248,8190,0
EMT_EMK_1406_CA(FR)_PAB_All_All_All_All_Welcome3Reminder,11249,8190,0
EMT_EMK_1406_DE_PAB_All_All_All_All_Welcome3Reminder,11250,8190,0
EMT_EMK_1406_IT_PAB_All_All_All_All_Welcome3Reminder,11251,8190,0
EMT_EMK_1406_ES_PAB_All_All_All_All_Welcome3Reminder,11252,8190,0
EMT_EMK_1406_PT_PAB_All_All_All_All_Welcome3Reminder,11253,8190,0
EMT_EMK_1406_PL_PAB_All_All_All_All_Welcome3Reminder,11254,8190,0
EMT_EMK_1406_NL_PAB_All_All_All_All_Welcome3Reminder,11255,8190,0
EMT_EMK_1406_DK_PAB_All_All_All_All_Welcome3Reminder,11256,8190,0
EMT_EMK_1406_SE_PAB_All_All_All_All_Welcome3Reminder,11260,8190,0
EMT_EMK_1406_TK_PAB_All_All_All_All_Welcome3Reminder,11261,8190,0
EMT_EMK_1406_RU_PAB_All_All_All_All_Welcome3Reminder,11262,8190,0
EMT_EMK_1406_CN_PAB_All_All_All_All_Welcome3Reminder,11263,8190,0
EMT_EMK_1406_TW_PAB_All_All_All_All_Welcome3Reminder,11264,8190,0
EMT_EMK_1406_JP_PAB_All_All_All_All_Welcome3Reminder,11266,8190,0
EMT_EMK_1406_KR_PAB_All_All_All_All_Welcome3Reminder,11267,8190,0
EMT_EMK_1406_TH_PAB_All_All_All_All_Welcome3Reminder,11268,8190,0
MPL_1709_CA(EN)_TLH_All_ACH_All_LAB_Nurturing2B,30485,17896,0
MPL_1709_CA(EN)_TLH_All_ACH_All_LAB_Nurturing1,30486,17896,0
MPL_1709_CA(EN)_TLH_All_ACH_All_LAB_Nurturing1B_3,30487,17896,0
MPL_1709_CA(EN)_TLH_All_ACH_All_LAB_Nurturing2Active,30488,17896,0
MPL_1709_CA(EN)_TLH_All_ACH_All_LAB_Nurturing2,30489,17896,0
MPL_1709_CA(EN)_TLH_All_ACH_All_LAB_Nurturing1B_1,30490,17896,0
MPL_1709_CA(EN)_TLH_All_ACH_All_LAB_Nurturing1C,30491,17896,0
MPL_1709_CA(EN)_TLH_All_ACH_All_LAB_Nurturing1B_2,30492,17896,0
MPL_1709_CA(EN)_TLH_All_ANA_All_LAB_Nurturing1B_1,30497,17897,0
MPL_1709_CA(EN)_TLH_All_ANA_All_LAB_Nurturing2,30498,17897,0
MPL_1709_CA(EN)_TLH_All_ANA_All_LAB_Nurturing1B_2,30499,17897,0
MPL_1709_CA(EN)_TLH_All_ANA_All_LAB_Nurturing2Active,30500,17897,0
MPL_1709_CA(EN)_TLH_All_ANA_All_LAB_Nurturing1C,30501,17897,0
MPL_1709_CA(EN)_TLH_All_ANA_All_LAB_Nurturing2B,30502,17897,0
MPL_1709_CA(EN)_TLH_All_ANA_All_LAB_Nurturing1,30503,17897,0
MPL_1709_CA(EN)_TLH_All_ANA_All_LAB_Nurturing1B_3,30504,17897,0
MPL_1709_CA(EN)_TLH_All_LWE_All_LAB_Nurturing1B_3,30505,17898,0
MPL_1709_CA(EN)_TLH_All_LWE_All_LAB_Nurturing1,30506,17898,0
MPL_1709_CA(EN)_TLH_All_LWE_All_LAB_Nurturing2B,30507,17898,0
MPL_1709_CA(EN)_TLH_All_LWE_All_LAB_Nurturing1B_1,30508,17898,0
MPL_1709_CA(EN)_TLH_All_LWE_All_LAB_Nurturing2Active,30509,17898,0
MPL_1709_CA(EN)_TLH_All_LWE_All_LAB_Nurturing1C,30510,17898,0
MPL_1709_CA(EN)_TLH_All_LWE_All_LAB_Nurturing2,30511,17898,0
MPL_1709_CA(EN)_TLH_All_LWE_All_LAB_Nurturing1B_2,30512,17898,0
MPL_1709_CA(EN)_TLH_All_PIP_All_LAB_Nurturing2Active,30514,17899,0
MPL_1709_CA(EN)_TLH_All_PIP_All_LAB_Nurturing1B_3,30515,17899,0
MPL_1709_CA(EN)_TLH_All_PIP_All_LAB_Nurturing1B_1,30516,17899,0
MPL_1709_CA(EN)_TLH_All_PIP_All_LAB_Nurturing1C,30517,17899,0
MPL_1709_CA(EN)_TLH_All_PIP_All_LAB_Nurturing2,30518,17899,0
MPL_1709_CA(EN)_TLH_All_PIP_All_LAB_Nurturing1B_2,30519,17899,0
MPL_1709_CA(EN)_TLH_All_PIP_All_LAB_Nurturing2B,30520,17899,0
MPL_1709_CA(EN)_TLH_All_PIP_All_LAB_Nurturing1,30521,17899,0
MPL_1709_ROW_TLH_All_ANA_All_LAB_Nurturing2Active,30523,17891,0
MPL_1709_ROW_TLH_All_PIP_All_LAB_Nurturing1C,30524,17893,0
MPL_1709_ROW_TLH_All_LWE_All_LAB_Nurturing2,30525,17892,0
MPL_1709_ROW_TLH_All_ACH_All_LAB_Nurturing1C,30526,17890,0
MPL_1709_ROW_TLH_All_ANA_All_LAB_Nurturing1,30527,17891,0
MPL_1709_ROW_TLH_All_ANA_All_LAB_Nurturing1B_1,30528,17891,0
MPL_1709_ROW_TLH_All_PIP_All_LAB_Nurturing2Active,30529,17893,0
MPL_1709_ROW_TLH_All_PIP_All_LAB_Nurturing2B,30530,17893,0
MPL_1709_ROW_TLH_All_ACH_All_LAB_Nurturing2Active,30531,17890,0
MPL_1709_ROW_TLH_All_PIP_All_LAB_Nurturing1B_3,30532,17893,0
MPL_1709_ROW_TLH_All_LWE_All_LAB_Nurturing2Active,30533,17892,0
MPL_1709_ROW_TLH_All_ACH_All_LAB_Nurturing2,30534,17890,0
MPL_1709_ROW_TLH_All_PIP_All_LAB_Nurturing2,30535,17893,0
MPL_1709_ROW_TLH_All_ACH_All_LAB_Nurturing1,30536,17890,0
MPL_1709_ROW_TLH_All_LWE_All_LAB_Nurturing1B_2,30537,17892,0
MPL_1709_ROW_TLH_All_LWE_All_LAB_Nurturing1,30538,17892,0
MPL_1709_ROW_TLH_All_ACH_All_LAB_Nurturing1B_2,30539,17890,0
MPL_1709_ROW_TLH_All_ANA_All_LAB_Nurturing2,30540,17891,0
MPL_1709_ROW_TLH_All_PIP_All_LAB_Nurturing1,30541,17893,0
MPL_1709_ROW_TLH_All_ACH_All_LAB_Nurturing1B_3,30542,17890,0
MPL_1709_ROW_TLH_All_LWE_All_LAB_Nurturing2B,30543,17892,0
MPL_1709_ROW_TLH_All_ANA_All_LAB_Nurturing1C,30544,17891,0
MPL_1709_ROW_TLH_All_LWE_All_LAB_Nurturing1C,30545,17892,0
MPL_1709_ROW_TLH_All_ANA_All_LAB_Nurturing1B_3,30546,17891,0
MPL_1709_ROW_TLH_All_ACH_All_LAB_Nurturing1B_1,30547,17890,0
MPL_1709_ROW_TLH_All_ANA_All_LAB_Nurturing2B,30548,17891,0
MPL_1709_ROW_TLH_All_PIP_All_LAB_Nurturing1B_2,30550,17893,0
MPL_1709_ROW_TLH_All_ACH_All_LAB_Nurturing2B,30551,17890,0
MPL_1709_ROW_TLH_All_LWE_All_LAB_Nurturing1B_3,30552,17892,0
MPL_1709_ROW_TLH_All_ANA_All_LAB_Nurturing1B_2,30553,17891,0
